"category","ingredient","concern","quantity","proportion"
"after-shave","aspirin","high",3,0.00900900900900901
"after-shave","benzophenone","high",1,0.003003003003003
"after-shave","butylated-hydroxyanisole","high",1,0.003003003003003
"after-shave","cocamide-dea","high",1,0.003003003003003
"after-shave","diethyl-phthalate","high",1,0.003003003003003
"after-shave","triclosan","high",6,0.018018018018018
"after-shave","benzocaine","medium",1,0.003003003003003
"after-shave","butylated-hydroxytoluene","medium",23,0.0690690690690691
"after-shave","eugenol","medium",10,0.03003003003003
"after-shave","limonene","medium",40,0.12012012012012
"after-shave","phenoxyethanol","medium",88,0.264264264264264
"after-shave","propylene-glycol","medium",101,0.303303303303303
"after-shave","resorcinol","medium",1,0.003003003003003
"after-shave","sodium-metabisulfite","medium",2,0.00600600600600601
"after-shave","t-butyl-alcohol","medium",2,0.00600600600600601
"after-shave","triethanolamine","medium",62,0.186186186186186
"after-shave","amino-methyl-propanol","low",8,0.024024024024024
"after-shave","amyl-cinnamate","low",2,0.00600600600600601
"after-shave","anthemis-nobilis-chamomile-flower","low",3,0.00900900900900901
"after-shave","benzoic-acid","low",21,0.0630630630630631
"after-shave","benzyl-benzoate","low",9,0.027027027027027
"after-shave","benzyl-salicylate","low",8,0.024024024024024
"after-shave","bromelain","low",1,0.003003003003003
"after-shave","butyl-paraben","low",23,0.0690690690690691
"after-shave","calcium-hydroxide","low",1,0.003003003003003
"after-shave","carrageenan","low",1,0.003003003003003
"after-shave","chamomile-compounds","low",6,0.018018018018018
"after-shave","chamomile-extract","low",16,0.048048048048048
"after-shave","cinnamaldehyde","low",2,0.00600600600600601
"after-shave","cinnamyl-alcohol","low",3,0.00900900900900901
"after-shave","citral","low",23,0.0690690690690691
"after-shave","citronellol","low",21,0.0630630630630631
"after-shave","cocamidopropyl-betaine","low",1,0.003003003003003
"after-shave","coumarin","low",15,0.045045045045045
"after-shave","denatonium-benzoate","low",2,0.00600600600600601
"after-shave","diazolidinylurea","low",20,0.0600600600600601
"after-shave","disodium-edta","low",31,0.0930930930930931
"after-shave","dmdm-hydantoin","low",15,0.045045045045045
"after-shave","edta","low",23,0.0690690690690691
"after-shave","ethyl-paraben","low",23,0.0690690690690691
"after-shave","farnesol","low",6,0.018018018018018
"after-shave","geraniol","low",30,0.0900900900900901
"after-shave","german-chamomile","low",7,0.021021021021021
"after-shave","glucose","low",1,0.003003003003003
"after-shave","guar-gum","low",2,0.00600600600600601
"after-shave","hexyl-cinnamal","low",9,0.027027027027027
"after-shave","hexylene-glycol","low",5,0.015015015015015
"after-shave","hydrogen-peroxide","low",2,0.00600600600600601
"after-shave","hydroxycitronellal","low",7,0.021021021021021
"after-shave","imidazolidinyl-urea","low",5,0.015015015015015
"after-shave","iodopropynyl-butylcarbamate","low",13,0.039039039039039
"after-shave","isoeugenol","low",3,0.00900900900900901
"after-shave","isopropyl-alcohol","low",4,0.012012012012012
"after-shave","lanolin","low",5,0.015015015015015
"after-shave","lauryl-isoquinolinium-bromide","low",2,0.00600600600600601
"after-shave","lecithin","low",15,0.045045045045045
"after-shave","lidocaine","low",2,0.00600600600600601
"after-shave","linalool","low",44,0.132132132132132
"after-shave","magnesium-aspartate","low",5,0.015015015015015
"after-shave","magnesium-pca","low",1,0.003003003003003
"after-shave","matricaria-extract","low",5,0.015015015015015
"after-shave","methyl-lactate","low",11,0.033033033033033
"after-shave","methyl-paraben","low",97,0.291291291291291
"after-shave","methylisothiazolinone","low",1,0.003003003003003
"after-shave","mineral-oil","low",20,0.0600600600600601
"after-shave","octyl-dimethyl-paba","low",1,0.003003003003003
"after-shave","orange-oil","low",6,0.018018018018018
"after-shave","pectin","low",1,0.003003003003003
"after-shave","pine-oil","low",2,0.00600600600600601
"after-shave","polyethylene-glycol","low",1,0.003003003003003
"after-shave","polymethyl-methacrylate","low",1,0.003003003003003
"after-shave","potassium-hydroxide","low",11,0.033033033033033
"after-shave","propyl-paraben","low",74,0.222222222222222
"after-shave","quaternium-15","low",2,0.00600600600600601
"after-shave","salicylic-acid","low",20,0.0600600600600601
"after-shave","sodium","low",1,0.003003003003003
"after-shave","sodium-benzoate","low",14,0.042042042042042
"after-shave","sodium-bisulfite","low",1,0.003003003003003
"after-shave","sodium-hydroxide","low",40,0.12012012012012
"after-shave","sodium-hydroxymethylglycinate","low",2,0.00600600600600601
"after-shave","sodium-laureth-sulfate","low",1,0.003003003003003
"after-shave","sorbic-acid","low",1,0.003003003003003
"after-shave","sorbitan-sesquioleate","low",1,0.003003003003003
"after-shave","sunflower","low",1,0.003003003003003
"after-shave","talc","low",1,0.003003003003003
"after-shave","tetrasodium-edta","low",18,0.0540540540540541
"after-shave","tris_2-hydroxypropyl_amine","low",1,0.003003003003003
"after-shave","trisodium-edta","low",3,0.00900900900900901
"anti-aging","aspirin","high",2,0.000860585197934596
"anti-aging","barium-sulfate","high",28,0.0120481927710843
"anti-aging","butylated-hydroxyanisole","high",17,0.00731497418244406
"anti-aging","caffeic-acid","high",6,0.00258175559380379
"anti-aging","cobalt-ii-chloride","high",1,0.000430292598967298
"anti-aging","diethyl-phthalate","high",1,0.000430292598967298
"anti-aging","progesterone","high",1,0.000430292598967298
"anti-aging","triclosan","high",1,0.000430292598967298
"anti-aging","acetaminophen","medium",1,0.000430292598967298
"anti-aging","bronopol","medium",4,0.00172117039586919
"anti-aging","butylated-hydroxytoluene","medium",202,0.0869191049913941
"anti-aging","eugenol","medium",33,0.0141996557659208
"anti-aging","gold","medium",14,0.00602409638554217
"anti-aging","hydroquinone","medium",14,0.00602409638554217
"anti-aging","limonene","medium",250,0.107573149741824
"anti-aging","manganese","medium",3,0.00129087779690189
"anti-aging","methyl-methacrylate","medium",3,0.00129087779690189
"anti-aging","phenoxyethanol","medium",993,0.427280550774527
"anti-aging","platinum","medium",1,0.000430292598967298
"anti-aging","propylene-glycol","medium",419,0.180292598967298
"anti-aging","resorcinol","medium",1,0.000430292598967298
"anti-aging","silver_i-chloride","medium",1,0.000430292598967298
"anti-aging","silver-i-citrate","medium",1,0.000430292598967298
"anti-aging","sodium-metabisulfite","medium",25,0.0107573149741824
"anti-aging","t-butyl-alcohol","medium",1,0.000430292598967298
"anti-aging","tin-oxide","medium",25,0.0107573149741824
"anti-aging","triethanolamine","medium",339,0.145869191049914
"anti-aging","zinc","medium",14,0.00602409638554217
"anti-aging","1_3-butanediol","low",1,0.000430292598967298
"anti-aging","1_3-butyleneglycol-diacrylate","low",1,0.000430292598967298
"anti-aging","amino-methyl-propanol","low",40,0.0172117039586919
"anti-aging","ammonium-hydroxide","low",43,0.0185025817555938
"anti-aging","ammonium-laureth-sulfate","low",1,0.000430292598967298
"anti-aging","amyl-cinnamate","low",5,0.00215146299483649
"anti-aging","anthemis-nobilis-chamomile-flower","low",8,0.00344234079173838
"anti-aging","arabidopsis-thaliana-extract","low",5,0.00215146299483649
"anti-aging","azelaic-acid","low",6,0.00258175559380379
"anti-aging","benzalkonium-chloride","low",5,0.00215146299483649
"anti-aging","benzoic-acid","low",59,0.0253872633390706
"anti-aging","benzoyl-peroxide","low",4,0.00172117039586919
"anti-aging","benzyl-benzoate","low",60,0.0258175559380379
"anti-aging","benzyl-cinnamate","low",3,0.00129087779690189
"anti-aging","benzyl-salicylate","low",76,0.0327022375215146
"anti-aging","boron-nitride","low",33,0.0141996557659208
"anti-aging","bromelain","low",7,0.00301204819277108
"anti-aging","butene","low",2,0.000860585197934596
"anti-aging","butyl-paraben","low",234,0.100688468158348
"anti-aging","calcium-chloride","low",6,0.00258175559380379
"anti-aging","calcium-hydroxide","low",1,0.000430292598967298
"anti-aging","carmine","low",2,0.000860585197934596
"anti-aging","carrageenan","low",34,0.0146299483648881
"anti-aging","casein","low",1,0.000430292598967298
"anti-aging","chamomile","low",2,0.000860585197934596
"anti-aging","chamomile-compounds","low",25,0.0107573149741824
"anti-aging","chamomile-extract","low",78,0.0335628227194492
"anti-aging","chamomile-matricaria-recutita-flowers","low",1,0.000430292598967298
"anti-aging","cinnamaldehyde","low",2,0.000860585197934596
"anti-aging","cinnamon","low",3,0.00129087779690189
"anti-aging","cinnamyl-alcohol","low",5,0.00215146299483649
"anti-aging","citral","low",90,0.0387263339070568
"anti-aging","citronellol","low",149,0.0641135972461274
"anti-aging","cocamidopropyl-betaine","low",24,0.0103270223752151
"anti-aging","collagen","low",30,0.0129087779690189
"anti-aging","coumarin","low",35,0.0150602409638554
"anti-aging","diazolidinylurea","low",168,0.072289156626506
"anti-aging","dipropylene-glycol-dibenzoate","low",1,0.000430292598967298
"anti-aging","disodium-edta","low",508,0.218588640275387
"anti-aging","dmdm-hydantoin","low",86,0.0370051635111876
"anti-aging","edta","low",96,0.0413080895008606
"anti-aging","ergocalciferol","low",6,0.00258175559380379
"anti-aging","ethyl-paraben","low",295,0.126936316695353
"anti-aging","farnesol","low",29,0.0124784853700516
"anti-aging","fumaric-acid","low",2,0.000860585197934596
"anti-aging","gallium","low",1,0.000430292598967298
"anti-aging","geraniol","low",138,0.0593803786574871
"anti-aging","glucose","low",45,0.0193631669535284
"anti-aging","graphite","low",1,0.000430292598967298
"anti-aging","guar-gum","low",9,0.00387263339070568
"anti-aging","gum-arabic","low",12,0.00516351118760757
"anti-aging","hexyl-cinnamal","low",71,0.0305507745266781
"anti-aging","hexylene-glycol","low",123,0.0529259896729776
"anti-aging","hops","low",1,0.000430292598967298
"anti-aging","hydrogen-peroxide","low",7,0.00301204819277108
"anti-aging","hydroxycitronellal","low",18,0.00774526678141136
"anti-aging","hydroxyethyl-acrylate","low",2,0.000860585197934596
"anti-aging","imidazolidinyl-urea","low",80,0.0344234079173838
"anti-aging","iodopropynyl-butylcarbamate","low",101,0.0434595524956971
"anti-aging","isoeugenol","low",6,0.00258175559380379
"anti-aging","isopropyl-alcohol","low",4,0.00172117039586919
"anti-aging","kaolin","low",20,0.00860585197934595
"anti-aging","lanolin","low",14,0.00602409638554217
"anti-aging","lauric-acid","low",8,0.00344234079173838
"anti-aging","lecithin","low",268,0.115318416523236
"anti-aging","linalool","low",258,0.111015490533563
"anti-aging","linseed-oil","low",13,0.00559380378657487
"anti-aging","lysine-magnesium-asorbyl-phosphate","low",5,0.00215146299483649
"anti-aging","magnesium","low",7,0.00301204819277108
"anti-aging","magnesium-aspartate","low",52,0.0223752151462995
"anti-aging","magnesium-cocoate","low",1,0.000430292598967298
"anti-aging","magnesium-gluconate","low",24,0.0103270223752151
"anti-aging","magnesium-ii-nitrate","low",5,0.00215146299483649
"anti-aging","magnesium-laurate","low",1,0.000430292598967298
"anti-aging","magnesium-myristate","low",1,0.000430292598967298
"anti-aging","magnesium-oxide","low",1,0.000430292598967298
"anti-aging","magnesium-palmitoyl-glutamate","low",6,0.00258175559380379
"anti-aging","magnesium-pca","low",5,0.00215146299483649
"anti-aging","magnesium-stearate","low",3,0.00129087779690189
"anti-aging","maleic-acid","low",2,0.000860585197934596
"anti-aging","matricaria-extract","low",12,0.00516351118760757
"anti-aging","methacrylic-acid","low",1,0.000430292598967298
"anti-aging","methyl-lactate","low",21,0.00903614457831325
"anti-aging","methyl-paraben","low",676,0.290877796901893
"anti-aging","methylisothiazolinone","low",71,0.0305507745266781
"anti-aging","mica","low",194,0.0834767641996558
"anti-aging","mineral-oil","low",64,0.0275387263339071
"anti-aging","monoethanolamine","low",4,0.00172117039586919
"anti-aging","nonoxynol-10","low",3,0.00129087779690189
"anti-aging","nonoxynol-12","low",1,0.000430292598967298
"anti-aging","octyl-dimethyl-paba","low",1,0.000430292598967298
"anti-aging","orange-oil","low",35,0.0150602409638554
"anti-aging","paba","low",2,0.000860585197934596
"anti-aging","papain","low",6,0.00258175559380379
"anti-aging","parabens","low",5,0.00215146299483649
"anti-aging","pectin","low",7,0.00301204819277108
"anti-aging","phosphoric-acid","low",8,0.00344234079173838
"anti-aging","pine-oil","low",2,0.000860585197934596
"anti-aging","polyethylene-glycol","low",3,0.00129087779690189
"anti-aging","polymethyl-methacrylate","low",60,0.0258175559380379
"anti-aging","polypropylene","low",1,0.000430292598967298
"anti-aging","polysorbate","low",13,0.00559380378657487
"anti-aging","potassium-hydroxide","low",51,0.0219449225473322
"anti-aging","potassium-iodide","low",1,0.000430292598967298
"anti-aging","propane","low",2,0.000860585197934596
"anti-aging","propyl-gallate","low",21,0.00903614457831325
"anti-aging","propyl-paraben","low",535,0.230206540447504
"anti-aging","propylene-carbonate","low",30,0.0129087779690189
"anti-aging","proteases","low",1,0.000430292598967298
"anti-aging","quaternium-15","low",15,0.00645438898450947
"anti-aging","rose-hips","low",4,0.00172117039586919
"anti-aging","saccharin","low",2,0.000860585197934596
"anti-aging","salicylic-acid","low",100,0.0430292598967298
"anti-aging","sericin","low",7,0.00301204819277108
"anti-aging","silver","low",6,0.00258175559380379
"anti-aging","sodium-acrylate","low",1,0.000430292598967298
"anti-aging","sodium-benzoate","low",168,0.072289156626506
"anti-aging","sodium-bisulfite","low",9,0.00387263339070568
"anti-aging","sodium-cocoyl-isothionate","low",7,0.00301204819277108
"anti-aging","sodium-hydroxide","low",273,0.117469879518072
"anti-aging","sodium-hydroxymethylglycinate","low",15,0.00645438898450947
"anti-aging","sodium-laureth-sulfate","low",17,0.00731497418244406
"anti-aging","sodium-lauryl-sulfate","low",9,0.00387263339070568
"anti-aging","sorbic-acid","low",64,0.0275387263339071
"anti-aging","sorbitan-sesquioleate","low",6,0.00258175559380379
"anti-aging","sorbitan-trioleate","low",2,0.000860585197934596
"anti-aging","sulfur","low",8,0.00344234079173838
"anti-aging","sunflower","low",8,0.00344234079173838
"anti-aging","talc","low",24,0.0103270223752151
"anti-aging","tetrasodium-edta","low",171,0.0735800344234079
"anti-aging","tragacanth-gum","low",2,0.000860585197934596
"anti-aging","treemoss-extracts","low",4,0.00172117039586919
"anti-aging","trisodium-edta","low",10,0.00430292598967298
"anti-aging","tyrosine","low",28,0.0120481927710843
"anti-aging","uracil","low",1,0.000430292598967298
"anti-aging","vitamin-k","low",6,0.00258175559380379
"anti-aging","wheat-flour","low",2,0.000860585197934596
"anti-aging","white-mineral-oil-petroleum","low",1,0.000430292598967298
"anti-aging","zinc-sulfate","low",21,0.00903614457831325
"deodorants-antiperspirants-mens","triclosan","high",3,0.00920245398773006
"deodorants-antiperspirants-mens","butylated-hydroxytoluene","medium",52,0.159509202453988
"deodorants-antiperspirants-mens","eugenol","medium",1,0.00306748466257669
"deodorants-antiperspirants-mens","hydroquinone","medium",1,0.00306748466257669
"deodorants-antiperspirants-mens","limonene","medium",2,0.00613496932515337
"deodorants-antiperspirants-mens","phenoxyethanol","medium",4,0.0122699386503067
"deodorants-antiperspirants-mens","propylene-glycol","medium",104,0.319018404907975
"deodorants-antiperspirants-mens","silver_i-chloride","medium",7,0.0214723926380368
"deodorants-antiperspirants-mens","amino-methyl-propanol","low",12,0.0368098159509202
"deodorants-antiperspirants-mens","benzyl-benzoate","low",1,0.00306748466257669
"deodorants-antiperspirants-mens","benzyl-salicylate","low",2,0.00613496932515337
"deodorants-antiperspirants-mens","butane","low",16,0.049079754601227
"deodorants-antiperspirants-mens","calcium-chloride","low",20,0.0613496932515337
"deodorants-antiperspirants-mens","citral","low",1,0.00306748466257669
"deodorants-antiperspirants-mens","citronellol","low",3,0.00920245398773006
"deodorants-antiperspirants-mens","cocamidopropyl-betaine","low",5,0.0153374233128834
"deodorants-antiperspirants-mens","coumarin","low",2,0.00613496932515337
"deodorants-antiperspirants-mens","disodium-edta","low",14,0.0429447852760736
"deodorants-antiperspirants-mens","edta","low",13,0.0398773006134969
"deodorants-antiperspirants-mens","geraniol","low",4,0.0122699386503067
"deodorants-antiperspirants-mens","hexyl-cinnamal","low",1,0.00306748466257669
"deodorants-antiperspirants-mens","hydroxycitronellal","low",1,0.00306748466257669
"deodorants-antiperspirants-mens","lauric-acid","low",7,0.0214723926380368
"deodorants-antiperspirants-mens","linalool","low",5,0.0153374233128834
"deodorants-antiperspirants-mens","lycopodium","low",1,0.00306748466257669
"deodorants-antiperspirants-mens","methylisothiazolinone","low",2,0.00613496932515337
"deodorants-antiperspirants-mens","mica","low",3,0.00920245398773006
"deodorants-antiperspirants-mens","mineral-oil","low",25,0.0766871165644172
"deodorants-antiperspirants-mens","pine-oil","low",1,0.00306748466257669
"deodorants-antiperspirants-mens","propane","low",7,0.0214723926380368
"deodorants-antiperspirants-mens","propylene","low",2,0.00613496932515337
"deodorants-antiperspirants-mens","propylene-carbonate","low",16,0.049079754601227
"deodorants-antiperspirants-mens","quaternium-15","low",9,0.0276073619631902
"deodorants-antiperspirants-mens","sodium-benzoate","low",2,0.00613496932515337
"deodorants-antiperspirants-mens","sodium-laureth-sulfate","low",2,0.00613496932515337
"deodorants-antiperspirants-mens","sodium-lauryl-sulfate","low",2,0.00613496932515337
"deodorants-antiperspirants-mens","talc","low",73,0.223926380368098
"deodorants-antiperspirants-mens","tetrasodium-edta","low",21,0.0644171779141104
"deodorants-antiperspirants-mens","tripropylene-glycol","low",11,0.0337423312883436
"baby-lotion","cocamide-dea","high",1,0.00321543408360129
"baby-lotion","alkyl-dimethyl-benzyl-ammonium","medium",3,0.00964630225080386
"baby-lotion","butylated-hydroxytoluene","medium",10,0.0321543408360129
"baby-lotion","eugenol","medium",1,0.00321543408360129
"baby-lotion","limonene","medium",34,0.109324758842444
"baby-lotion","phenoxyethanol","medium",80,0.257234726688103
"baby-lotion","propylene-glycol","medium",29,0.0932475884244373
"baby-lotion","triethanolamine","medium",14,0.045016077170418
"baby-lotion","zinc","medium",1,0.00321543408360129
"baby-lotion","amino-methyl-propanol","low",3,0.00964630225080386
"baby-lotion","amyl-cinnamate","low",4,0.0128617363344051
"baby-lotion","anthemis-nobilis-chamomile-flower","low",4,0.0128617363344051
"baby-lotion","benzalkonium-chloride","low",17,0.0546623794212219
"baby-lotion","benzoic-acid","low",19,0.0610932475884244
"baby-lotion","benzyl-benzoate","low",9,0.0289389067524116
"baby-lotion","benzyl-salicylate","low",6,0.0192926045016077
"baby-lotion","boron-nitride","low",1,0.00321543408360129
"baby-lotion","butyl-paraben","low",21,0.067524115755627
"baby-lotion","carrageenan","low",1,0.00321543408360129
"baby-lotion","chamomile","low",2,0.00643086816720257
"baby-lotion","chamomile-compounds","low",21,0.067524115755627
"baby-lotion","chamomile-extract","low",28,0.090032154340836
"baby-lotion","cinnamon","low",2,0.00643086816720257
"baby-lotion","citral","low",3,0.00964630225080386
"baby-lotion","citronellol","low",16,0.0514469453376206
"baby-lotion","cocamidopropyl-betaine","low",1,0.00321543408360129
"baby-lotion","coumarin","low",5,0.0160771704180064
"baby-lotion","diazolidinylurea","low",8,0.0257234726688103
"baby-lotion","disodium-edta","low",26,0.0836012861736334
"baby-lotion","dmdm-hydantoin","low",2,0.00643086816720257
"baby-lotion","edta","low",9,0.0289389067524116
"baby-lotion","ergocalciferol","low",1,0.00321543408360129
"baby-lotion","ethyl-paraben","low",16,0.0514469453376206
"baby-lotion","farnesol","low",1,0.00321543408360129
"baby-lotion","geraniol","low",13,0.0418006430868167
"baby-lotion","glucose","low",12,0.0385852090032154
"baby-lotion","hexyl-cinnamal","low",12,0.0385852090032154
"baby-lotion","hexylene-glycol","low",3,0.00964630225080386
"baby-lotion","hydroxycitronellal","low",3,0.00964630225080386
"baby-lotion","imidazolidinyl-urea","low",3,0.00964630225080386
"baby-lotion","iodopropynyl-butylcarbamate","low",2,0.00643086816720257
"baby-lotion","kaolin","low",5,0.0160771704180064
"baby-lotion","lanolin","low",21,0.067524115755627
"baby-lotion","lecithin","low",4,0.0128617363344051
"baby-lotion","linalool","low",36,0.115755627009646
"baby-lotion","linseed-oil","low",1,0.00321543408360129
"baby-lotion","magnesium-stearate","low",2,0.00643086816720257
"baby-lotion","matricaria-extract","low",4,0.0128617363344051
"baby-lotion","methyl-paraben","low",67,0.215434083601286
"baby-lotion","methylisothiazolinone","low",14,0.045016077170418
"baby-lotion","mica","low",2,0.00643086816720257
"baby-lotion","mineral-oil","low",45,0.144694533762058
"baby-lotion","oils-glyceridic-palm-kernel","low",1,0.00321543408360129
"baby-lotion","orange-oil","low",9,0.0289389067524116
"baby-lotion","polymethyl-methacrylate","low",1,0.00321543408360129
"baby-lotion","potassium-hydroxide","low",3,0.00964630225080386
"baby-lotion","propyl-paraben","low",45,0.144694533762058
"baby-lotion","quaternium-15","low",3,0.00964630225080386
"baby-lotion","quillaja","low",2,0.00643086816720257
"baby-lotion","sodium-acrylate","low",1,0.00321543408360129
"baby-lotion","sodium-benzoate","low",28,0.090032154340836
"baby-lotion","sodium-cocoyl-isothionate","low",3,0.00964630225080386
"baby-lotion","sodium-hydroxide","low",61,0.196141479099678
"baby-lotion","sodium-hydroxymethylglycinate","low",5,0.0160771704180064
"baby-lotion","sodium-laureth-sulfate","low",1,0.00321543408360129
"baby-lotion","sorbic-acid","low",9,0.0289389067524116
"baby-lotion","sorbitan-sesquioleate","low",2,0.00643086816720257
"baby-lotion","tetrasodium-edta","low",13,0.0418006430868167
"baby-lotion","western-red-cedar","low",1,0.00321543408360129
"baby-shampoo","cocamide-dea","high",5,0.0242718446601942
"baby-shampoo","limonene","medium",10,0.0485436893203883
"baby-shampoo","phenoxyethanol","medium",32,0.155339805825243
"baby-shampoo","propylene-glycol","medium",4,0.0194174757281553
"baby-shampoo","acetic-acid","low",1,0.00485436893203883
"baby-shampoo","amino-methyl-propanol","low",1,0.00485436893203883
"baby-shampoo","ammonium-laureth-sulfate","low",2,0.00970873786407767
"baby-shampoo","amyl-cinnamate","low",1,0.00485436893203883
"baby-shampoo","anthemis-nobilis-chamomile-flower","low",2,0.00970873786407767
"baby-shampoo","benzoic-acid","low",6,0.029126213592233
"baby-shampoo","benzyl-benzoate","low",1,0.00485436893203883
"baby-shampoo","benzyl-salicylate","low",2,0.00970873786407767
"baby-shampoo","butyl-paraben","low",1,0.00485436893203883
"baby-shampoo","carrageenan","low",1,0.00485436893203883
"baby-shampoo","chamomile","low",1,0.00485436893203883
"baby-shampoo","chamomile-compounds","low",10,0.0485436893203883
"baby-shampoo","chamomile-extract","low",19,0.0922330097087379
"baby-shampoo","citral","low",3,0.0145631067961165
"baby-shampoo","cocamidopropyl-betaine","low",65,0.315533980582524
"baby-shampoo","coumarin","low",2,0.00970873786407767
"baby-shampoo","diazolidinylurea","low",1,0.00485436893203883
"baby-shampoo","disodium-edta","low",11,0.0533980582524272
"baby-shampoo","dmdm-hydantoin","low",5,0.0242718446601942
"baby-shampoo","edta","low",19,0.0922330097087379
"baby-shampoo","ethyl-paraben","low",1,0.00485436893203883
"baby-shampoo","fats-glyceridic-oils-vegetable","low",1,0.00485436893203883
"baby-shampoo","german-chamomile","low",1,0.00485436893203883
"baby-shampoo","glucose","low",9,0.0436893203883495
"baby-shampoo","guar-gum","low",7,0.0339805825242718
"baby-shampoo","hexyl-cinnamal","low",1,0.00485436893203883
"baby-shampoo","hexylene-glycol","low",3,0.0145631067961165
"baby-shampoo","hydroxycitronellal","low",1,0.00485436893203883
"baby-shampoo","imidazolidinyl-urea","low",2,0.00970873786407767
"baby-shampoo","iodopropynyl-butylcarbamate","low",5,0.0242718446601942
"baby-shampoo","linalool","low",14,0.0679611650485437
"baby-shampoo","matricaria-extract","low",1,0.00485436893203883
"baby-shampoo","methyl-paraben","low",14,0.0679611650485437
"baby-shampoo","methylisothiazolinone","low",15,0.0728155339805825
"baby-shampoo","orange-oil","low",7,0.0339805825242718
"baby-shampoo","polyethylene-glycol","low",2,0.00970873786407767
"baby-shampoo","propyl-paraben","low",10,0.0485436893203883
"baby-shampoo","quaternium-15","low",36,0.174757281553398
"baby-shampoo","salicylic-acid","low",2,0.00970873786407767
"baby-shampoo","sodium-benzoate","low",44,0.213592233009709
"baby-shampoo","sodium-cocoyl-isothionate","low",3,0.0145631067961165
"baby-shampoo","sodium-hydroxide","low",16,0.0776699029126214
"baby-shampoo","sodium-hydroxymethylglycinate","low",3,0.0145631067961165
"baby-shampoo","sodium-laureth-sulfate","low",23,0.111650485436893
"baby-shampoo","sodium-lauryl-sulfate","low",4,0.0194174757281553
"baby-shampoo","sorbic-acid","low",3,0.0145631067961165
"baby-shampoo","sunflower","low",1,0.00485436893203883
"baby-shampoo","tetrasodium-edta","low",30,0.145631067961165
"baby-sunscreen","barium-sulfate","high",13,0.0702702702702703
"baby-sunscreen","benzophenone","high",1,0.00540540540540541
"baby-sunscreen","1_2-benzisothiazolin-3-one","medium",1,0.00540540540540541
"baby-sunscreen","butylated-hydroxytoluene","medium",11,0.0594594594594595
"baby-sunscreen","phenoxyethanol","medium",48,0.259459459459459
"baby-sunscreen","propylene-glycol","medium",18,0.0972972972972973
"baby-sunscreen","triethanolamine","medium",43,0.232432432432432
"baby-sunscreen","alpha-amylase","low",1,0.00540540540540541
"baby-sunscreen","ammonium-hydroxide","low",1,0.00540540540540541
"baby-sunscreen","arabidopsis-thaliana-extract","low",1,0.00540540540540541
"baby-sunscreen","benzoic-acid","low",2,0.0108108108108108
"baby-sunscreen","boron-nitride","low",1,0.00540540540540541
"baby-sunscreen","butyl-paraben","low",12,0.0648648648648649
"baby-sunscreen","chamomile-compounds","low",1,0.00540540540540541
"baby-sunscreen","chamomile-extract","low",3,0.0162162162162162
"baby-sunscreen","diazolidinylurea","low",19,0.102702702702703
"baby-sunscreen","disodium-edta","low",41,0.221621621621622
"baby-sunscreen","dmdm-hydantoin","low",5,0.027027027027027
"baby-sunscreen","edta","low",30,0.162162162162162
"baby-sunscreen","ethyl-paraben","low",12,0.0648648648648649
"baby-sunscreen","hexylene-glycol","low",2,0.0108108108108108
"baby-sunscreen","hydroxyethyl-acrylate","low",3,0.0162162162162162
"baby-sunscreen","imidazolidinyl-urea","low",10,0.0540540540540541
"baby-sunscreen","iodopropynyl-butylcarbamate","low",4,0.0216216216216216
"baby-sunscreen","lecithin","low",9,0.0486486486486487
"baby-sunscreen","linseed-oil","low",1,0.00540540540540541
"baby-sunscreen","magnesium","low",1,0.00540540540540541
"baby-sunscreen","magnesium-stearate","low",7,0.0378378378378378
"baby-sunscreen","matricaria-extract","low",1,0.00540540540540541
"baby-sunscreen","methyl-paraben","low",60,0.324324324324324
"baby-sunscreen","methylisothiazolinone","low",7,0.0378378378378378
"baby-sunscreen","mica","low",2,0.0108108108108108
"baby-sunscreen","mineral-oil","low",1,0.00540540540540541
"baby-sunscreen","orange-oil","low",11,0.0594594594594595
"baby-sunscreen","polymethyl-methacrylate","low",3,0.0162162162162162
"baby-sunscreen","polysorbate","low",1,0.00540540540540541
"baby-sunscreen","potassium-hydroxide","low",1,0.00540540540540541
"baby-sunscreen","propyl-paraben","low",61,0.32972972972973
"baby-sunscreen","quaternium-15","low",2,0.0108108108108108
"baby-sunscreen","sodium-benzoate","low",5,0.027027027027027
"baby-sunscreen","sodium-hydroxide","low",5,0.027027027027027
"baby-sunscreen","sorbitan-sesquioleate","low",2,0.0108108108108108
"baby-sunscreen","talc","low",2,0.0108108108108108
"baby-sunscreen","tetrasodium-edta","low",1,0.00540540540540541
"baby-sunscreen","trisodium-edta","low",1,0.00540540540540541
"baby-wipes","alkyl-dimethyl-benzyl-ammonium","medium",5,0.0290697674418605
"baby-wipes","bronopol","medium",38,0.22093023255814
"baby-wipes","limonene","medium",1,0.00581395348837209
"baby-wipes","phenoxyethanol","medium",30,0.174418604651163
"baby-wipes","propylene-glycol","medium",62,0.36046511627907
"baby-wipes","benzoic-acid","low",1,0.00581395348837209
"baby-wipes","butyl-paraben","low",5,0.0290697674418605
"baby-wipes","chamomile-compounds","low",1,0.00581395348837209
"baby-wipes","chamomile-extract","low",5,0.0290697674418605
"baby-wipes","cocamidopropyl-betaine","low",1,0.00581395348837209
"baby-wipes","disodium-edta","low",64,0.372093023255814
"baby-wipes","dmdm-hydantoin","low",48,0.27906976744186
